ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description
ENSMUSG00000088620	ENSMUST00000157995	1	Gm23032	predicted gene, 23032 [Source:MGI Symbol;Acc:MGI:5452809]
ENSMUSG00000082159	ENSMUST00000117896	1	Gm7910	predicted gene 7910 [Source:MGI Symbol;Acc:MGI:3645646]
ENSMUSG00000026058	ENSMUST00000027226	1	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2 [Source:MGI Symbol;Acc:MGI:2159649]
ENSMUSG00000064688	ENSMUST00000082754	1	Gm25814	predicted gene, 25814 [Source:MGI Symbol;Acc:MGI:5455591]
ENSMUSG00000103482	ENSMUST00000195178	1	Gm37999	predicted gene, 37999 [Source:MGI Symbol;Acc:MGI:5611227]
ENSMUSG00000104498	ENSMUST00000192993	1	Gm37110	predicted gene, 37110 [Source:MGI Symbol;Acc:MGI:5610338]
ENSMUSG00000104313	ENSMUST00000193099	1	Gm37911	predicted gene, 37911 [Source:MGI Symbol;Acc:MGI:5611139]
ENSMUSG00000102865	ENSMUST00000195252	1	Gm9839	predicted gene 9839 [Source:MGI Symbol;Acc:MGI:3641910]
ENSMUSG00000102321	ENSMUST00000195761	1	Gm37792	predicted gene, 37792 [Source:MGI Symbol;Acc:MGI:5611020]
ENSMUSG00000091318	ENSMUST00000171322	1	Gm5415	predicted gene 5415 [Source:MGI Symbol;Acc:MGI:3644687]
ENSMUSG00000089489	ENSMUST00000158864	1	Gm24732	predicted gene, 24732 [Source:MGI Symbol;Acc:MGI:5454509]
ENSMUSG00000104433	ENSMUST00000195241	1	Gm37426	predicted gene, 37426 [Source:MGI Symbol;Acc:MGI:5610654]
ENSMUSG00000089395	ENSMUST00000158770	1	Gm23024	predicted gene, 23024 [Source:MGI Symbol;Acc:MGI:5452801]
ENSMUSG00000102926	ENSMUST00000194631	1	Gm37151	predicted gene, 37151 [Source:MGI Symbol;Acc:MGI:5610379]
ENSMUSG00000100497	ENSMUST00000186430	1	Gm28624	predicted gene 28624 [Source:MGI Symbol;Acc:MGI:5579330]
ENSMUSG00000102917	ENSMUST00000195240	1	Gm37724	predicted gene, 37724 [Source:MGI Symbol;Acc:MGI:5610952]
ENSMUSG00000100481	ENSMUST00000190159	1	Gm7114	predicted gene 7114 [Source:MGI Symbol;Acc:MGI:3643085]
ENSMUSG00000100590	ENSMUST00000191025	1	Gm4785	predicted gene 4785 [Source:MGI Symbol;Acc:MGI:3646908]
ENSMUSG00000088750	ENSMUST00000158125	1	Gm24901	predicted gene, 24901 [Source:MGI Symbol;Acc:MGI:5454678]
ENSMUSG00000104230	ENSMUST00000193283	1	Gm37591	predicted gene, 37591 [Source:MGI Symbol;Acc:MGI:5610819]
ENSMUSG00000101754	ENSMUST00000187673	1	Gm2987	predicted gene 2987 [Source:MGI Symbol;Acc:MGI:3781165]
ENSMUSG00000065223	ENSMUST00000083289	1	Gm25792	predicted gene, 25792 [Source:MGI Symbol;Acc:MGI:5455569]
ENSMUSG00000100318	ENSMUST00000189104	1	Gm18799	predicted gene, 18799 [Source:MGI Symbol;Acc:MGI:5010984]
ENSMUSG00000101612	ENSMUST00000191215	1	Gm7933	predicted gene 7933 [Source:MGI Symbol;Acc:MGI:3643452]
ENSMUSG00000065260	ENSMUST00000083326	1	Gm23453	predicted gene, 23453 [Source:MGI Symbol;Acc:MGI:5453230]
ENSMUSG00000026134	ENSMUST00000027312	1	Prim2	DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]
ENSMUSG00000101682	ENSMUST00000185489	1	Gm29228	predicted gene 29228 [Source:MGI Symbol;Acc:MGI:5579934]
ENSMUSG00000102714	ENSMUST00000192891	1	Gm37618	predicted gene, 37618 [Source:MGI Symbol;Acc:MGI:5610846]
ENSMUSG00000102093	ENSMUST00000185377	1	Gm17813	predicted gene, 17813 [Source:MGI Symbol;Acc:MGI:5009998]
ENSMUSG00000103746	ENSMUST00000191779	1	1700001G17Rik	RIKEN cDNA 1700001G17 gene [Source:MGI Symbol;Acc:MGI:1914753]
ENSMUSG00000102198	ENSMUST00000193126	1	Gm38173	predicted gene, 38173 [Source:MGI Symbol;Acc:MGI:5611401]
ENSMUSG00000004768	ENSMUST00000195006	1	Rab23	RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]
ENSMUSG00000042215	ENSMUST00000044691	1	Bag2	BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254]
ENSMUSG00000103072	ENSMUST00000195310	1	Gm37905	predicted gene, 37905 [Source:MGI Symbol;Acc:MGI:5611133]
ENSMUSG00000042197	ENSMUST00000139143	1	Zfp451	zinc finger protein 451 [Source:MGI Symbol;Acc:MGI:2137896]
ENSMUSG00000081402	ENSMUST00000117459	1	Gm15455	predicted gene 15455 [Source:MGI Symbol;Acc:MGI:3705563]
ENSMUSG00000042182	ENSMUST00000115161	1	Bend6	BEN domain containing 6 [Source:MGI Symbol;Acc:MGI:2444572]
ENSMUSG00000104416	ENSMUST00000195730	1	Gm37067	predicted gene, 37067 [Source:MGI Symbol;Acc:MGI:5610295]
ENSMUSG00000026131	ENSMUST00000194011	1	Dst	dystonin [Source:MGI Symbol;Acc:MGI:104627]
ENSMUSG00000103888	ENSMUST00000183034	1	Dst	dystonin [Source:MGI Symbol;Acc:MGI:104627]
ENSMUSG00000103596	ENSMUST00000193333	1	Gm37354	predicted gene, 37354 [Source:MGI Symbol;Acc:MGI:5610582]
ENSMUSG00000099382	ENSMUST00000190740	1	Gm28631	predicted gene 28631 [Source:MGI Symbol;Acc:MGI:5579337]
ENSMUSG00000084506	ENSMUST00000122557	1	Gm23792	predicted gene, 23792 [Source:MGI Symbol;Acc:MGI:5453569]
ENSMUSG00000103364	ENSMUST00000194178	1	Gm38157	predicted gene, 38157 [Source:MGI Symbol;Acc:MGI:5611385]
ENSMUSG00000105982	ENSMUST00000198033	1		mmu-mir-6896 [Source:miRBase;Acc:MI0022743]
ENSMUSG00000103405	ENSMUST00000182513	1	Dst	dystonin [Source:MGI Symbol;Acc:MGI:104627]
ENSMUSG00000096992	ENSMUST00000181692	1	Gm26788	predicted gene, 26788 [Source:MGI Symbol;Acc:MGI:5477282]
ENSMUSG00000104475	ENSMUST00000194192	1	D630036G22Rik	RIKEN cDNA D630036G22 gene [Source:MGI Symbol;Acc:MGI:3045265]
ENSMUSG00000103001	ENSMUST00000194920	1	A930005N03Rik	RIKEN cDNA A930005N03 gene [Source:MGI Symbol;Acc:MGI:1924441]
ENSMUSG00000104397	ENSMUST00000193131	1	Gm37958	predicted gene, 37958 [Source:MGI Symbol;Acc:MGI:5611186]
ENSMUSG00000102839	ENSMUST00000195223	1	Gm37385	predicted gene, 37385 [Source:MGI Symbol;Acc:MGI:5610613]
ENSMUSG00000101206	ENSMUST00000187302	1	Gm5266	predicted gene 5266 [Source:MGI Symbol;Acc:MGI:3646119]
ENSMUSG00000101462	ENSMUST00000186409	1	Gm3052	predicted gene 3052 [Source:MGI Symbol;Acc:MGI:3781230]
ENSMUSG00000102336	ENSMUST00000192173	1	Gm37233	predicted gene, 37233 [Source:MGI Symbol;Acc:MGI:5610461]
ENSMUSG00000092852	ENSMUST00000175111	1	Mir5103	microRNA 5103 [Source:MGI Symbol;Acc:MGI:4950423]
ENSMUSG00000042111	ENSMUST00000042493	1	Ccdc115	coiled-coil domain containing 115 [Source:MGI Symbol;Acc:MGI:1916918]
ENSMUSG00000101711	ENSMUST00000191315	1	Gm28306	predicted gene 28306 [Source:MGI Symbol;Acc:MGI:5579012]
ENSMUSG00000026127	ENSMUST00000027303	1	Imp4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:106572]
ENSMUSG00000026126	ENSMUST00000185610	1	Ptpn18	protein tyrosine phosphatase, non-receptor type 18 [Source:MGI Symbol;Acc:MGI:108410]
ENSMUSG00000100280	ENSMUST00000191357	1	Gm28417	predicted gene 28417 [Source:MGI Symbol;Acc:MGI:5579123]
ENSMUSG00000101223	ENSMUST00000188292	1	4930568A12Rik	RIKEN cDNA 4930568A12 gene [Source:MGI Symbol;Acc:MGI:1923133]
ENSMUSG00000026125	ENSMUST00000027299	1	Prss39	protease, serine 39 [Source:MGI Symbol;Acc:MGI:1270856]
ENSMUSG00000101116	ENSMUST00000188334	1	Gm28416	predicted gene 28416 [Source:MGI Symbol;Acc:MGI:5579122]
ENSMUSG00000026124	ENSMUST00000027298	1	Cfc1	cripto, FRL-1, cryptic family 1 [Source:MGI Symbol;Acc:MGI:109448]
ENSMUSG00000101803	ENSMUST00000189108	1	Gm28419	predicted gene 28419 [Source:MGI Symbol;Acc:MGI:5579125]
ENSMUSG00000037529	ENSMUST00000115071	1	Prss40	protease, serine 40 [Source:MGI Symbol;Acc:MGI:1270857]
ENSMUSG00000045815	ENSMUST00000186712	1	1700101I19Rik	RIKEN cDNA 1700101I19 gene [Source:MGI Symbol;Acc:MGI:1920839]
ENSMUSG00000045174	ENSMUST00000052670	1	Amer3	APC membrane recruitment 3 [Source:MGI Symbol;Acc:MGI:3026939]
ENSMUSG00000100524	ENSMUST00000186179	1	Gm28418	predicted gene 28418 [Source:MGI Symbol;Acc:MGI:5579124]
ENSMUSG00000102499	ENSMUST00000192770	1	Gm36984	predicted gene, 36984 [Source:MGI Symbol;Acc:MGI:5610212]
ENSMUSG00000103521	ENSMUST00000192986	1	Gm29730	predicted gene, 29730 [Source:MGI Symbol;Acc:MGI:5588889]
ENSMUSG00000104098	ENSMUST00000195095	1	AA619741	expressed sequence AA619741 [Source:MGI Symbol;Acc:MGI:3035322]
ENSMUSG00000037509	ENSMUST00000159747	1	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:2442507]
ENSMUSG00000106790	ENSMUST00000202507	1		
ENSMUSG00000102537	ENSMUST00000192878	1	Gm37224	predicted gene, 37224 [Source:MGI Symbol;Acc:MGI:5610452]
ENSMUSG00000102612	ENSMUST00000194977	1	Gm37845	predicted gene, 37845 [Source:MGI Symbol;Acc:MGI:5611073]
ENSMUSG00000104002	ENSMUST00000193040	1	Gm38336	predicted gene, 38336 [Source:MGI Symbol;Acc:MGI:5611564]
ENSMUSG00000037503	ENSMUST00000047534	1	Fam168b	family with sequence similarity 168, member B [Source:MGI Symbol;Acc:MGI:2448487]
ENSMUSG00000104358	ENSMUST00000192924	1	Gm37127	predicted gene, 37127 [Source:MGI Symbol;Acc:MGI:5610355]
ENSMUSG00000026123	ENSMUST00000156687	1	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2 [Source:MGI Symbol;Acc:MGI:2385825]
ENSMUSG00000103716	ENSMUST00000193847	1	Gm19430	predicted gene, 19430 [Source:MGI Symbol;Acc:MGI:5011615]
ENSMUSG00000103548	ENSMUST00000193622	1	Gm37670	predicted gene, 37670 [Source:MGI Symbol;Acc:MGI:5610898]
ENSMUSG00000103760	ENSMUST00000191672	1	Gm8009	predicted gene 8009 [Source:MGI Symbol;Acc:MGI:3648650]
ENSMUSG00000103997	ENSMUST00000192315	1	Gm38027	predicted gene, 38027 [Source:MGI Symbol;Acc:MGI:5611255]
ENSMUSG00000077231	ENSMUST00000104043	1	Gm25096	predicted gene, 25096 [Source:MGI Symbol;Acc:MGI:5454873]
ENSMUSG00000104417	ENSMUST00000195168	1	Gm37068	predicted gene, 37068 [Source:MGI Symbol;Acc:MGI:5610296]
ENSMUSG00000064601	ENSMUST00000082667	1	Gm25634	predicted gene, 25634 [Source:MGI Symbol;Acc:MGI:5455411]
ENSMUSG00000101714	ENSMUST00000187528	1	Gm28415	predicted gene 28415 [Source:MGI Symbol;Acc:MGI:5579121]
ENSMUSG00000102531	ENSMUST00000194261	1	1110002O04Rik	RIKEN cDNA 1110002O04 gene [Source:MGI Symbol;Acc:MGI:1915733]
ENSMUSG00000103096	ENSMUST00000191763	1	Gm8022	predicted gene 8022 [Source:MGI Symbol;Acc:MGI:3647993]
ENSMUSG00000102279	ENSMUST00000192572	1	Gm37146	predicted gene, 37146 [Source:MGI Symbol;Acc:MGI:5610374]
ENSMUSG00000103708	ENSMUST00000193725	1	Gm33222	predicted gene, 33222 [Source:MGI Symbol;Acc:MGI:5592381]
ENSMUSG00000104201	ENSMUST00000192017	1	4930535G08Rik	RIKEN cDNA 4930535G08 gene [Source:MGI Symbol;Acc:MGI:1925283]
ENSMUSG00000102434	ENSMUST00000195698	1	Gm38049	predicted gene, 38049 [Source:MGI Symbol;Acc:MGI:5611277]
ENSMUSG00000045216	ENSMUST00000088174	1	Hs6st1	heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1354958]
ENSMUSG00000104523	ENSMUST00000192656	1	Gm37335	predicted gene, 37335 [Source:MGI Symbol;Acc:MGI:5610563]
ENSMUSG00000102202	ENSMUST00000193983	1	Gm33280	predicted gene, 33280 [Source:MGI Symbol;Acc:MGI:5592439]
ENSMUSG00000037470	ENSMUST00000046875	1	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2443162]
ENSMUSG00000098752	ENSMUST00000184790	1	Mir6897	microRNA 6897 [Source:MGI Symbol;Acc:MGI:5531034]
ENSMUSG00000047180	ENSMUST00000056946	1	Neurl3	neuralized homolog 3 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2429944]
ENSMUSG00000037447	ENSMUST00000126413	1	Arid5a	AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol;Acc:MGI:2443039]
ENSMUSG00000102762	ENSMUST00000192234	1	4930403P22Rik	RIKEN cDNA 4930403P22 gene [Source:MGI Symbol;Acc:MGI:1921057]
ENSMUSG00000010453	ENSMUST00000185912	1	Kansl3	KAT8 regulatory NSL complex subunit 3 [Source:MGI Symbol;Acc:MGI:1918055]
ENSMUSG00000098680	ENSMUST00000184898	1	Mir6898	microRNA 6898 [Source:MGI Symbol;Acc:MGI:5531198]
ENSMUSG00000037432	ENSMUST00000179162	1	Fer1l5	fer-1-like 5 (C. elegans) [Source:MGI Symbol;Acc:MGI:3616091]
ENSMUSG00000001143	ENSMUST00000192969	1	Lman2l	lectin, mannose-binding 2-like [Source:MGI Symbol;Acc:MGI:2443010]
ENSMUSG00000037408	ENSMUST00000153128	1	Cnnm4	cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060]
ENSMUSG00000104316	ENSMUST00000193157	1	Gm37909	predicted gene, 37909 [Source:MGI Symbol;Acc:MGI:5611137]
ENSMUSG00000106081	ENSMUST00000200651	1		
ENSMUSG00000001138	ENSMUST00000001166	1	Cnnm3	cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055]
ENSMUSG00000102845	ENSMUST00000192037	1	Gm38033	predicted gene, 38033 [Source:MGI Symbol;Acc:MGI:5611261]
ENSMUSG00000067653	ENSMUST00000193083	1	Ankrd23	ankyrin repeat domain 23 [Source:MGI Symbol;Acc:MGI:1925571]
ENSMUSG00000103661	ENSMUST00000191849	1	Ankrd23	ankyrin repeat domain 23 [Source:MGI Symbol;Acc:MGI:1925571]
ENSMUSG00000079610	ENSMUST00000191706	1	Ankrd39	ankyrin repeat domain 39 [Source:MGI Symbol;Acc:MGI:1914816]
ENSMUSG00000026121	ENSMUST00000191677	1	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:MGI Symbol;Acc:MGI:109252]
ENSMUSG00000087589	ENSMUST00000194426	1	D430040D24Rik	RIKEN cDNA D430040D24 gene [Source:MGI Symbol;Acc:MGI:2442526]
ENSMUSG00000046337	ENSMUST00000170295	1	Fam178b	family with sequence similarity 178, member B [Source:MGI Symbol;Acc:MGI:3026913]
ENSMUSG00000089906	ENSMUST00000161062	1	Gm6428	predicted pseudogene 6428 [Source:MGI Symbol;Acc:MGI:3649065]
ENSMUSG00000077939	ENSMUST00000104746	1	Gm24133	predicted gene, 24133 [Source:MGI Symbol;Acc:MGI:5453910]
ENSMUSG00000061518	ENSMUST00000193210	1	Cox5b	cytochrome c oxidase subunit Vb [Source:MGI Symbol;Acc:MGI:88475]
ENSMUSG00000037351	ENSMUST00000043951	1	Actr1b	ARP1 actin-related protein 1B, centractin beta [Source:MGI Symbol;Acc:MGI:1917446]
ENSMUSG00000102416	ENSMUST00000192873	1	4933424G06Rik	RIKEN cDNA 4933424G06 gene [Source:MGI Symbol;Acc:MGI:1918416]
ENSMUSG00000104237	ENSMUST00000193853	1	Gm33533	predicted gene, 33533 [Source:MGI Symbol;Acc:MGI:5592692]
ENSMUSG00000106804	ENSMUST00000193459	1		
ENSMUSG00000026117	ENSMUST00000027291	1	Zap70	zeta-chain (TCR) associated protein kinase [Source:MGI Symbol;Acc:MGI:99613]
ENSMUSG00000097291	ENSMUST00000181035	1	Gm18828	predicted gene, 18828 [Source:MGI Symbol;Acc:MGI:5011013]
ENSMUSG00000026116	ENSMUST00000194563	1	Tmem131	transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110]
ENSMUSG00000103016	ENSMUST00000192008	1	Gm37506	predicted gene, 37506 [Source:MGI Symbol;Acc:MGI:5610734]
ENSMUSG00000102930	ENSMUST00000194317	1	Gm38115	predicted gene, 38115 [Source:MGI Symbol;Acc:MGI:5611343]
ENSMUSG00000103159	ENSMUST00000194249	1	F830112A20Rik	RIKEN cDNA F830112A20 gene [Source:MGI Symbol;Acc:MGI:3641781]
ENSMUSG00000080054	ENSMUST00000116168	1	Rpl12-ps1	ribosomal protein L12, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3646154]
ENSMUSG00000095944	ENSMUST00000177688	1	n-R5s210	nuclear encoded rRNA 5S 210 [Source:MGI Symbol;Acc:MGI:4422075]
ENSMUSG00000050122	ENSMUST00000117172	1	Vwa3b	von Willebrand factor A domain containing 3B [Source:MGI Symbol;Acc:MGI:1918103]
ENSMUSG00000103603	ENSMUST00000195303	1	Gm37020	predicted gene, 37020 [Source:MGI Symbol;Acc:MGI:5610248]
ENSMUSG00000026114	ENSMUST00000191981	1	Cnga3	cyclic nucleotide gated channel alpha 3 [Source:MGI Symbol;Acc:MGI:1341818]
ENSMUSG00000102231	ENSMUST00000192404	1	1700074A21Rik	RIKEN cDNA 1700074A21 gene [Source:MGI Symbol;Acc:MGI:1920732]
ENSMUSG00000026113	ENSMUST00000146676	1	Inpp4a	inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]
ENSMUSG00000086064	ENSMUST00000137241	1	4930439A04Rik	RIKEN cDNA 4930439A04 gene [Source:MGI Symbol;Acc:MGI:1925369]
ENSMUSG00000102879	ENSMUST00000192652	1	Gm37135	predicted gene, 37135 [Source:MGI Symbol;Acc:MGI:5610363]
ENSMUSG00000026112	ENSMUST00000027286	1	Coa5	cytochrome C oxidase assembly factor 5 [Source:MGI Symbol;Acc:MGI:1923428]
ENSMUSG00000026111	ENSMUST00000114925	1	Unc50	unc-50 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1914637]
ENSMUSG00000026110	ENSMUST00000151952	1	Mgat4a	mannoside acetylglucosaminyltransferase 4, isoenzyme A [Source:MGI Symbol;Acc:MGI:2662992]
ENSMUSG00000103948	ENSMUST00000192316	1	4930594C11Rik	RIKEN cDNA 4930594C11 gene [Source:MGI Symbol;Acc:MGI:1924883]
ENSMUSG00000087233	ENSMUST00000151866	1	4930594C11Rik	RIKEN cDNA 4930594C11 gene [Source:MGI Symbol;Acc:MGI:1924883]
ENSMUSG00000026090	ENSMUST00000160023	1	2010300C02Rik	RIKEN cDNA 2010300C02 gene [Source:MGI Symbol;Acc:MGI:1919347]
ENSMUSG00000089767	ENSMUST00000160659	1	4930556I23Rik	RIKEN cDNA 4930556I23 gene [Source:MGI Symbol;Acc:MGI:1922520]
ENSMUSG00000104365	ENSMUST00000192005	1	4930470B04Rik	RIKEN cDNA 4930470B04 gene [Source:MGI Symbol;Acc:MGI:1923057]
ENSMUSG00000102650	ENSMUST00000192480	1	Gm19863	predicted gene, 19863 [Source:MGI Symbol;Acc:MGI:5012048]
ENSMUSG00000060771	ENSMUST00000041815	1	Tsga10	testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]
ENSMUSG00000097268	ENSMUST00000181885	1	Gm26805	predicted gene, 26805 [Source:MGI Symbol;Acc:MGI:5477299]
ENSMUSG00000037216	ENSMUST00000128085	1	Lipt1	lipoyltransferase 1 [Source:MGI Symbol;Acc:MGI:3645211]
ENSMUSG00000026088	ENSMUST00000139725	1	Mitd1	MIT, microtubule interacting and transport, domain containing 1 [Source:MGI Symbol;Acc:MGI:1916278]
ENSMUSG00000026087	ENSMUST00000027256	1	Mrpl30	mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820]
ENSMUSG00000061584	ENSMUST00000078307	1	Lyg2	lysozyme G-like 2 [Source:MGI Symbol;Acc:MGI:2685622]
ENSMUSG00000087374	ENSMUST00000129513	1	Gm15457	predicted gene 15457 [Source:MGI Symbol;Acc:MGI:3705190]
ENSMUSG00000026085	ENSMUST00000144184	1	Lyg1	lysozyme G-like 1 [Source:MGI Symbol;Acc:MGI:1916791]
ENSMUSG00000089141	ENSMUST00000158516	1	Gm23409	predicted gene, 23409 [Source:MGI Symbol;Acc:MGI:5453186]
ENSMUSG00000058407	ENSMUST00000162031	1	Txndc9	thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153]
ENSMUSG00000026083	ENSMUST00000027252	1	Eif5b	eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772]
ENSMUSG00000026082	ENSMUST00000027251	1	Rev1	REV1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929074]
ENSMUSG00000103804	ENSMUST00000195028	1	Gm37062	predicted gene, 37062 [Source:MGI Symbol;Acc:MGI:5610290]
ENSMUSG00000102716	ENSMUST00000194892	1	Gm5099	predicted gene 5099 [Source:MGI Symbol;Acc:MGI:3644917]
ENSMUSG00000037138	ENSMUST00000095027	1	Aff3	AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]
ENSMUSG00000085391	ENSMUST00000127620	1	Gm16150	predicted gene 16150 [Source:MGI Symbol;Acc:MGI:3801827]
ENSMUSG00000085280	ENSMUST00000129696	1	Gm16151	predicted gene 16151 [Source:MGI Symbol;Acc:MGI:3801826]
ENSMUSG00000087131	ENSMUST00000143261	1	Gm16152	predicted gene 16152 [Source:MGI Symbol;Acc:MGI:3802058]
ENSMUSG00000102984	ENSMUST00000195175	1	Gm34727	predicted gene, 34727 [Source:MGI Symbol;Acc:MGI:5593886]
ENSMUSG00000102541	ENSMUST00000195068	1	Gm38135	predicted gene, 38135 [Source:MGI Symbol;Acc:MGI:5611363]
ENSMUSG00000103531	ENSMUST00000192930	1	2610300A13Rik	RIKEN cDNA 2610300A13 gene [Source:MGI Symbol;Acc:MGI:1917693]
ENSMUSG00000048814	ENSMUST00000147695	1	Lonrf2	LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]
ENSMUSG00000026080	ENSMUST00000027249	1	Chst10	carbohydrate sulfotransferase 10 [Source:MGI Symbol;Acc:MGI:2138283]
ENSMUSG00000103647	ENSMUST00000195309	1	Gm37707	predicted gene, 37707 [Source:MGI Symbol;Acc:MGI:5610935]
ENSMUSG00000102447	ENSMUST00000193251	1	Gm6621	predicted gene 6621 [Source:MGI Symbol;Acc:MGI:3647848]
ENSMUSG00000067604	ENSMUST00000088029	1	Nms	neuromedin S [Source:MGI Symbol;Acc:MGI:3583618]
ENSMUSG00000026078	ENSMUST00000027247	1	Pdcl3	phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]
ENSMUSG00000103046	ENSMUST00000194994	1	Gm37309	predicted gene, 37309 [Source:MGI Symbol;Acc:MGI:5610537]
ENSMUSG00000104188	ENSMUST00000195476	1	Gm37821	predicted gene, 37821 [Source:MGI Symbol;Acc:MGI:5611049]
ENSMUSG00000103182	ENSMUST00000195455	1	Gm37091	predicted gene, 37091 [Source:MGI Symbol;Acc:MGI:5610319]
ENSMUSG00000098833	ENSMUST00000184059	1	Mir6349	microRNA 6349 [Source:MGI Symbol;Acc:MGI:5530940]
ENSMUSG00000026077	ENSMUST00000173050	1	Npas2	neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232]
ENSMUSG00000092553	ENSMUST00000174365	1	Gm20428	predicted gene 20428 [Source:MGI Symbol;Acc:MGI:5141893]
ENSMUSG00000092563	ENSMUST00000173076	1	Gm3617	predicted gene 3617 [Source:MGI Symbol;Acc:MGI:3781793]
ENSMUSG00000073702	ENSMUST00000086535	1	Rpl31	ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]
ENSMUSG00000003134	ENSMUST00000054462	1	Tbc1d8	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]
ENSMUSG00000102607	ENSMUST00000191698	1	Gm37265	predicted gene, 37265 [Source:MGI Symbol;Acc:MGI:5610493]
ENSMUSG00000104827	ENSMUST00000197298	1		ACEA small nucleolar RNA U3 [Source:RFAM;Acc:RF01848]
ENSMUSG00000065629	ENSMUST00000083695	1	Gm24826	predicted gene, 24826 [Source:MGI Symbol;Acc:MGI:5454603]
ENSMUSG00000003135	ENSMUST00000161515	1	Cnot11	CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]
ENSMUSG00000085894	ENSMUST00000146314	1	Gm15832	predicted gene 15832 [Source:MGI Symbol;Acc:MGI:3834078]
ENSMUSG00000077704	ENSMUST00000104516	1	Snord89	small nucleolar RNA, C/D box 89 [Source:MGI Symbol;Acc:MGI:3819562]
ENSMUSG00000048234	ENSMUST00000062525	1	Rnf149	ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438]
ENSMUSG00000064936	ENSMUST00000083002	1	Gm23722	predicted gene, 23722 [Source:MGI Symbol;Acc:MGI:5453499]
ENSMUSG00000102471	ENSMUST00000195631	1	Gm5100	predicted gene 5100 [Source:MGI Symbol;Acc:MGI:3644919]
ENSMUSG00000050967	ENSMUST00000053355	1	Creg2	cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333]
ENSMUSG00000097083	ENSMUST00000181841	1	D930019O06Rik	RIKEN cDNA D930019O06 [Source:MGI Symbol;Acc:MGI:3043219]
ENSMUSG00000057173	ENSMUST00000151913	1	Rfx8	regulatory factor X 8 [Source:MGI Symbol;Acc:MGI:3588206]
ENSMUSG00000091937	ENSMUST00000171319	1	Gm3646	predicted gene 3646 [Source:MGI Symbol;Acc:MGI:3781822]
ENSMUSG00000101634	ENSMUST00000187091	1	1700066B17Rik	RIKEN cDNA 1700066B17 gene [Source:MGI Symbol;Acc:MGI:1920676]
ENSMUSG00000026074	ENSMUST00000168431	1	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]
ENSMUSG00000102985	ENSMUST00000193054	1	4930456G14Rik	RIKEN cDNA 4930456G14 gene [Source:MGI Symbol;Acc:MGI:1921928]
ENSMUSG00000026073	ENSMUST00000191671	1	Il1r2	interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]
ENSMUSG00000097899	ENSMUST00000181756	1	Gm16894	predicted gene, 16894 [Source:MGI Symbol;Acc:MGI:4439818]
ENSMUSG00000102975	ENSMUST00000193969	1	Gm37347	predicted gene, 37347 [Source:MGI Symbol;Acc:MGI:5610575]
ENSMUSG00000026072	ENSMUST00000027241	1	Il1r1	interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]
