ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description
ENSMUSG00000026027	ENSMUST00000123965	1	Stradb	STE20-related kinase adaptor beta [Source:MGI Symbol;Acc:MGI:2144047]
ENSMUSG00000047383	ENSMUST00000054653	1	Gm33589	predicted gene, 33589 [Source:MGI Symbol;Acc:MGI:5592748]
ENSMUSG00000072295	ENSMUST00000097080	1	Als2cr11	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 (human) [Source:MGI Symbol;Acc:MGI:1920713]
ENSMUSG00000038079	ENSMUST00000094917	1	Tmem237	transmembrane protein 237 [Source:MGI Symbol;Acc:MGI:2138365]
ENSMUSG00000097573	ENSMUST00000189096	1	G730003C15Rik	RIKEN cDNA G730003C15 gene [Source:MGI Symbol;Acc:MGI:3641700]
ENSMUSG00000079550	ENSMUST00000191200	1	Mpp4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) [Source:MGI Symbol;Acc:MGI:2386681]
ENSMUSG00000026024	ENSMUST00000027178	1	Als2	amyotrophic lateral sclerosis 2 (juvenile) [Source:MGI Symbol;Acc:MGI:1921268]
ENSMUSG00000026023	ENSMUST00000162906	1	Cdk15	cyclin-dependent kinase 15 [Source:MGI Symbol;Acc:MGI:3583944]
ENSMUSG00000099922	ENSMUST00000187523	1	Gm29016	predicted gene 29016 [Source:MGI Symbol;Acc:MGI:5579722]
ENSMUSG00000041075	ENSMUST00000114246	1	Fzd7	frizzled homolog 7 (Drosophila) [Source:MGI Symbol;Acc:MGI:108570]
ENSMUSG00000097819	ENSMUST00000180778	1	Gm26813	predicted gene, 26813 [Source:MGI Symbol;Acc:MGI:5477307]
ENSMUSG00000047361	ENSMUST00000114243	1	Gm973	predicted gene 973 [Source:MGI Symbol;Acc:MGI:2685819]
ENSMUSG00000099811	ENSMUST00000191318	1	Gm28411	predicted gene 28411 [Source:MGI Symbol;Acc:MGI:5579117]
ENSMUSG00000026021	ENSMUST00000191158	1	Sumo1	SMT3 suppressor of mif two 3 homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:1197010]
ENSMUSG00000101400	ENSMUST00000185710	1	Gm29596	predicted gene 29596 [Source:MGI Symbol;Acc:MGI:5580302]
ENSMUSG00000026020	ENSMUST00000191088	1	Nop58	NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184]
ENSMUSG00000067336	ENSMUST00000087435	1	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase) [Source:MGI Symbol;Acc:MGI:1095407]
ENSMUSG00000041040	ENSMUST00000036540	1	Fam117b	family with sequence similarity 117, member B [Source:MGI Symbol;Acc:MGI:1920000]
ENSMUSG00000026018	ENSMUST00000185891	1	Ica1l	islet cell autoantigen 1-like [Source:MGI Symbol;Acc:MGI:1917625]
ENSMUSG00000026019	ENSMUST00000027173	1	Wdr12	WD repeat domain 12 [Source:MGI Symbol;Acc:MGI:1927241]
ENSMUSG00000026017	ENSMUST00000130075	1	Carf	calcium response factor [Source:MGI Symbol;Acc:MGI:2182269]
ENSMUSG00000073664	ENSMUST00000160834	1	Nbeal1	neurobeachin like 1 [Source:MGI Symbol;Acc:MGI:2444343]
ENSMUSG00000049439	ENSMUST00000114202	1	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]
ENSMUSG00000026782	ENSMUST00000052332	1	Abi2	abl-interactor 2 [Source:MGI Symbol;Acc:MGI:106913]
ENSMUSG00000026014	ENSMUST00000140485	1	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924550]
ENSMUSG00000082160	ENSMUST00000118530	1	Gm11578	predicted gene 11578 [Source:MGI Symbol;Acc:MGI:3650505]
ENSMUSG00000101188	ENSMUST00000122226	1	Eif4a-ps4	eukaryotic translation initiation factor 4A, pseudogene 4 [Source:MGI Symbol;Acc:MGI:1195958]
ENSMUSG00000026012	ENSMUST00000132833	1	Cd28	CD28 antigen [Source:MGI Symbol;Acc:MGI:88327]
ENSMUSG00000085965	ENSMUST00000130082	1	2310016D23Rik	RIKEN cDNA 2310016D23 gene [Source:MGI Symbol;Acc:MGI:1923693]
ENSMUSG00000083355	ENSMUST00000122024	1	Gm11581	predicted gene 11581 [Source:MGI Symbol;Acc:MGI:3652083]
ENSMUSG00000026011	ENSMUST00000124816	1	Ctla4	cytotoxic T-lymphocyte-associated protein 4 [Source:MGI Symbol;Acc:MGI:88556]
ENSMUSG00000080800	ENSMUST00000121041	1	Gm11582	predicted gene 11582 [Source:MGI Symbol;Acc:MGI:3652084]
ENSMUSG00000026009	ENSMUST00000027162	1	Icos	inducible T cell co-stimulator [Source:MGI Symbol;Acc:MGI:1858745]
ENSMUSG00000085248	ENSMUST00000128274	1	Gm11587	predicted gene 11587 [Source:MGI Symbol;Acc:MGI:3652110]
ENSMUSG00000085447	ENSMUST00000141000	1	9530026F06Rik	RIKEN cDNA 9530026F06 gene [Source:MGI Symbol;Acc:MGI:1924591]
ENSMUSG00000086408	ENSMUST00000141758	1	Gm11588	predicted gene 11588 [Source:MGI Symbol;Acc:MGI:3650951]
ENSMUSG00000100965	ENSMUST00000187655	1	Gm28449	predicted gene 28449 [Source:MGI Symbol;Acc:MGI:5579155]
ENSMUSG00000052062	ENSMUST00000138768	1	Pard3b	par-3 family cell polarity regulator beta [Source:MGI Symbol;Acc:MGI:1919301]
ENSMUSG00000085842	ENSMUST00000138535	1	Pard3bos1	par-3 family cell polarity regulator beta, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1921911]
ENSMUSG00000085019	ENSMUST00000127498	1	Pard3bos2	par-3 family cell polarity regulator beta, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3650411]
ENSMUSG00000085400	ENSMUST00000147177	1	Pard3bos3	par-3 family cell polarity regulator beta, opposite strand 3 [Source:MGI Symbol;Acc:MGI:3651159]
ENSMUSG00000084333	ENSMUST00000118720	1	Gm11599	predicted gene 11599 [Source:MGI Symbol;Acc:MGI:3651840]
ENSMUSG00000025969	ENSMUST00000126344	1	Nrp2	neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492]
ENSMUSG00000100811	ENSMUST00000189205	1	Gm29083	predicted gene 29083 [Source:MGI Symbol;Acc:MGI:5579789]
